Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,Total Bsmt SF,1st Flr SF,Gr Liv Area,Full Bath,Garage Cars,Garage Area,SalePrice,Exter Qual_TA,Foundation_PConc,Bsmt Qual_Ex,Kitchen Qual_Ex,Kitchen Qual_TA
5,1920,1950,0.0,1300.0,1140,1140,1,2.0,400.0,95541,True,True,False,False,True
5,1959,1959,0.0,1006.0,1006,1006,1,0.0,0.0,80000,True,False,False,False,True
5,1966,2006,0.0,1228.0,1228,1228,1,1.0,271.0,149350,True,False,False,False,False
5,1963,2003,0.0,960.0,960,960,1,1.0,300.0,144900,True,False,False,False,False
6,1956,1956,0.0,988.0,1188,1188,1,2.0,621.0,185000,True,False,False,False,True
5,1954,1954,0.0,1383.0,1383,1383,1,1.0,354.0,165000,True,True,False,False,True
6,1960,1975,0.0,1602.0,1252,1252,1,2.0,564.0,235000,True,False,False,False,True
5,1958,1987,0.0,533.0,1021,1601,1,1.0,300.0,140000,True,False,False,False,True
5,1940,1997,0.0,672.0,672,672,1,1.0,240.0,108000,True,True,False,False,True
5,1960,1960,275.0,988.0,1721,1721,2,2.0,626.0,145000,True,False,False,False,True
5,1941,1973,0.0,576.0,864,1350,1,3.0,627.0,152400,True,False,False,False,False
5,1970,1970,0.0,864.0,904,904,1,3.0,912.0,144000,True,True,False,False,False
6,1996,1997,0.0,1291.0,1291,1291,1,2.0,431.0,173000,True,True,False,False,False
7,1977,1977,299.0,1160.0,1156,2022,2,2.0,505.0,192000,True,False,False,False,True
7,1979,1979,0.0,1524.0,1524,1524,2,2.0,478.0,245000,True,False,False,False,True
7,1954,2005,0.0,1385.0,1363,1363,1,2.0,439.0,241500,True,False,False,False,True
4,1954,1994,0.0,1364.0,1663,1663,1,2.0,529.0,256000,True,False,False,False,False
6,1959,2006,84.0,1019.0,1357,1357,1,1.0,312.0,177000,True,False,False,True,False
7,1948,1950,0.0,570.0,617,1079,1,1.0,249.0,125600,True,False,False,False,True
6,1953,1953,216.0,1094.0,1094,1094,1,2.0,495.0,155000,True,False,False,False,True
6,1908,1997,0.0,907.0,1307,2358,3,2.0,360.0,240000,True,False,False,False,True
5,1940,2007,0.0,1580.0,1518,1518,1,0.0,0.0,260000,True,True,False,False,False
6,1918,1950,0.0,1163.0,1163,1674,2,2.0,396.0,185000,True,False,False,False,True
6,1935,1986,0.0,1127.0,1236,2108,2,2.0,540.0,235000,True,False,False,False,False
5,1956,1956,0.0,1509.0,1509,1509,1,1.0,322.0,159900,True,False,False,False,False
5,1975,1975,0.0,864.0,864,864,1,0.0,0.0,99600,True,True,False,False,True
6,1962,2001,216.0,621.0,621,1269,1,1.0,280.0,134500,False,False,False,False,True
5,1900,1950,0.0,861.0,961,1367,1,1.0,384.0,119000,True,False,False,False,True
5,1910,1991,0.0,1117.0,820,1347,1,0.0,0.0,107500,True,False,False,False,True
5,1950,1950,0.0,1164.0,1164,1164,1,1.0,240.0,125000,True,False,False,False,True
6,1924,1950,0.0,572.0,572,1096,1,0.0,0.0,79000,True,False,False,False,True
5,1941,1950,0.0,616.0,616,1111,1,1.0,200.0,95000,True,False,False,False,True
7,1990,1990,99.0,1475.0,1532,2329,2,2.0,514.0,262280,True,True,False,False,False
6,1995,2002,190.0,1077.0,1093,2814,2,2.0,614.0,260000,False,True,False,False,False
7,1994,1994,251.0,1602.0,1626,1626,2,2.0,534.0,226500,False,True,False,False,False
7,1993,1994,0.0,812.0,1101,2200,2,2.0,453.0,225000,False,True,False,False,False
7,1996,1996,0.0,672.0,1302,2037,2,2.0,472.0,229000,False,True,False,False,False
7,2007,2007,0.0,628.0,628,1356,2,2.0,484.0,177439,False,True,False,False,False
8,2007,2007,156.0,1615.0,1615,1615,2,3.0,864.0,248500,False,True,False,False,False
7,1993,1993,0.0,1080.0,1080,2097,2,3.0,678.0,228000,False,True,False,False,False
8,1995,1995,302.0,1401.0,1511,1511,2,3.0,811.0,225000,False,True,False,False,False
6,1966,1966,0.0,1182.0,1643,1643,2,2.0,438.0,195000,True,False,False,False,True
6,1997,1997,0.0,616.0,616,1688,2,2.0,603.0,200000,True,True,False,False,False
5,1994,1994,0.0,990.0,990,990,1,2.0,528.0,155000,True,True,False,False,True
5,1995,2006,0.0,1099.0,1099,1099,1,1.0,352.0,144000,True,True,False,False,False
5,1994,1995,0.0,990.0,990,990,1,2.0,672.0,145000,True,True,False,False,True
7,1997,1998,150.0,1418.0,1418,1418,2,2.0,558.0,226001,True,True,False,False,False
6,1997,1997,128.0,864.0,872,1771,2,2.0,600.0,215700,True,True,False,False,False
7,2000,2000,120.0,782.0,782,1652,2,2.0,532.0,207500,False,True,False,False,False
7,1999,1999,158.0,873.0,882,1790,2,2.0,588.0,193000,False,True,False,False,False
7,1998,1999,0.0,880.0,880,1724,2,2.0,527.0,188000,True,True,False,False,False
7,1999,2000,125.0,1468.0,1479,1479,2,2.0,577.0,191000,False,True,False,False,False
7,2002,2002,99.0,1494.0,1494,1494,2,2.0,530.0,221000,False,True,False,False,False
7,2001,2001,172.0,963.0,963,1792,2,2.0,564.0,231500,False,True,False,False,False
7,2000,2001,0.0,928.0,928,1823,2,2.0,626.0,235000,False,True,False,False,False
7,2001,2002,162.0,920.0,920,1786,2,2.0,608.0,223500,False,True,False,False,False
5,1975,1980,0.0,938.0,938,938,1,1.0,308.0,130250,True,False,False,False,True
5,1977,1977,220.0,985.0,985,985,2,1.0,328.0,149900,False,False,False,False,True
5,1978,1978,180.0,864.0,1174,1174,1,2.0,528.0,158000,True,False,False,False,True
6,1978,1978,0.0,940.0,1026,1026,1,2.0,576.0,147000,True,False,False,False,True
5,1975,1975,176.0,1076.0,1076,1076,1,2.0,576.0,143195,True,False,False,False,True
5,1975,2001,0.0,864.0,1558,1558,2,2.0,440.0,163000,True,False,False,False,True
5,1975,1975,0.0,924.0,924,924,1,1.0,280.0,110000,True,False,False,False,True
5,1972,1972,0.0,864.0,864,864,1,1.0,352.0,127000,True,False,False,False,True
5,1972,1972,0.0,780.0,780,780,1,1.0,352.0,124900,True,False,False,False,True
8,2002,2002,281.0,1777.0,1795,1795,2,2.0,534.0,230000,False,True,False,False,False
8,2002,2002,0.0,1128.0,1128,2031,2,2.0,577.0,237000,False,True,False,False,False
7,2000,2000,0.0,992.0,992,1865,2,3.0,839.0,235000,False,True,False,False,False
7,2001,2001,227.0,1257.0,1290,2161,2,2.0,570.0,230500,False,True,False,False,False
8,1999,2000,320.0,1004.0,1004,1852,2,3.0,660.0,230000,False,True,False,False,False
7,1998,1999,202.0,1153.0,1153,2031,2,2.0,541.0,222500,False,True,False,False,False
8,2001,2002,396.0,1055.0,1055,2263,2,2.0,905.0,287000,False,True,False,False,False
9,2001,2002,134.0,1357.0,1366,1947,2,3.0,725.0,274000,False,True,False,False,False
8,2002,2003,240.0,1778.0,1786,1786,2,3.0,715.0,300000,False,True,True,False,False
8,2002,2002,0.0,1128.0,1149,2290,2,2.0,779.0,255900,False,True,False,False,False
7,2003,2003,252.0,884.0,884,1768,2,2.0,543.0,224900,False,True,False,False,False
7,2003,2003,0.0,1129.0,1129,2327,2,2.0,596.0,240000,False,True,False,False,False
7,2003,2003,0.0,798.0,798,1640,2,2.0,595.0,183000,False,True,False,False,False
8,1999,2000,192.0,850.0,886,1764,2,2.0,560.0,207000,False,True,False,False,False
7,1994,1995,0.0,915.0,933,1908,2,2.0,493.0,210000,False,True,False,False,False
6,2003,2003,170.0,848.0,848,848,1,2.0,420.0,136500,False,True,False,False,False
6,2004,2004,205.0,848.0,848,848,1,2.0,420.0,145000,False,True,False,False,False
6,1997,1998,215.0,1478.0,1493,1493,2,2.0,508.0,208900,True,True,False,False,False
6,1997,1998,0.0,1838.0,1838,1838,2,3.0,721.0,185000,True,True,False,False,True
7,2002,2003,113.0,1536.0,1536,1536,2,2.0,532.0,214000,False,True,False,False,False
7,2003,2003,196.0,856.0,856,1710,2,2.0,548.0,208500,False,True,False,False,False
7,2004,2004,50.0,1445.0,1445,1445,2,2.0,470.0,186500,False,True,False,False,False
7,2004,2004,266.0,1436.0,1436,1436,2,2.0,484.0,210000,False,True,False,False,False
7,2004,2004,0.0,770.0,770,1582,2,2.0,520.0,185900,False,True,False,False,False
8,2007,2007,0.0,1234.0,1234,1234,2,2.0,484.0,179900,False,True,True,False,False
7,2007,2007,212.0,1564.0,1564,1564,2,3.0,814.0,218836,False,True,False,False,False
7,2007,2007,0.0,1351.0,1361,1361,2,2.0,610.0,193000,False,True,False,False,False
7,2005,2005,0.0,728.0,728,1456,2,2.0,410.0,189000,False,True,False,False,False
6,2004,2004,147.0,848.0,848,848,1,2.0,420.0,149300,False,True,False,False,False
6,2004,2004,147.0,848.0,848,848,1,2.0,420.0,141000,False,True,False,False,False
6,2004,2004,205.0,848.0,848,848,1,2.0,420.0,149000,False,True,False,False,False
6,2004,2004,169.0,848.0,848,848,1,2.0,420.0,144500,False,True,False,False,False
5,1910,1950,0.0,796.0,796,796,1,0.0,0.0,85000,True,False,False,False,True
5,1900,2003,0.0,1272.0,1272,2200,2,0.0,0.0,145900,True,False,False,False,True
5,1966,1966,0.0,1092.0,1092,1092,1,1.0,264.0,123000,True,False,False,False,True
5,1965,1965,0.0,1256.0,1256,1256,1,1.0,276.0,147500,False,False,False,False,True
5,1976,1976,222.0,456.0,1033,1033,1,2.0,504.0,165000,True,False,False,False,True
6,1976,1976,84.0,1127.0,1127,1127,1,2.0,480.0,135000,True,False,False,False,True
5,1940,1969,0.0,996.0,996,996,1,0.0,0.0,108000,True,False,False,False,True
4,1972,1972,0.0,1138.0,1181,1181,2,2.0,588.0,137500,True,False,False,False,True
7,2003,2004,92.0,746.0,760,1656,2,2.0,397.0,165400,False,True,False,False,False
6,1977,1977,0.0,1029.0,1117,1117,1,2.0,542.0,147000,True,False,False,False,True
6,1976,2001,0.0,684.0,684,1398,1,2.0,440.0,160500,True,False,False,False,True
4,2005,2005,0.0,1132.0,1132,1132,1,2.0,451.0,176000,True,True,False,False,False
5,1959,1996,0.0,0.0,3820,3820,3,2.0,624.0,284700,True,False,False,True,False
10,2008,2008,796.0,6110.0,4692,5642,2,2.0,1418.0,160000,False,True,True,True,False
6,2005,2005,80.0,547.0,1072,1072,1,2.0,525.0,148000,True,True,False,False,True
4,1955,1955,0.0,0.0,1152,1152,2,0.0,0.0,82000,True,True,False,False,False
4,1955,1955,0.0,0.0,1152,1152,2,0.0,0.0,82000,True,True,False,False,True
4,1955,1955,270.0,1440.0,1440,1440,2,0.0,0.0,118000,True,False,False,False,False
4,1955,1955,58.0,0.0,1152,1152,2,0.0,0.0,82500,True,False,False,False,True
4,1955,1955,0.0,784.0,784,784,1,0.0,0.0,91900,True,False,False,False,True
5,1938,2007,0.0,585.0,585,1053,1,0.0,0.0,120000,True,True,False,True,False
5,1947,1993,0.0,0.0,929,1137,1,0.0,0.0,96000,True,False,False,False,True
4,1953,1953,115.0,911.0,930,930,1,1.0,286.0,99000,True,False,False,False,True
5,1946,1995,0.0,768.0,768,1200,1,1.0,240.0,130500,True,False,False,False,True
4,1954,1972,0.0,941.0,997,1470,2,1.0,548.0,135000,True,True,False,False,True
5,1955,1955,0.0,816.0,872,1393,1,1.0,300.0,135500,True,True,False,False,True
4,1954,1954,0.0,416.0,1204,1204,1,1.0,312.0,100000,True,False,True,False,True
4,1923,2008,0.0,949.0,949,1292,1,1.0,205.0,108000,True,True,False,False,False
5,1925,1950,0.0,864.0,864,864,1,0.0,0.0,98000,True,False,False,False,True
3,1914,1950,0.0,864.0,864,864,1,0.0,0.0,67000,True,False,False,False,True
5,1912,2000,0.0,780.0,936,1716,2,0.0,0.0,135900,True,True,False,False,False
6,1925,1950,0.0,672.0,810,1482,2,1.0,400.0,140000,True,False,False,False,False
5,1939,1997,0.0,720.0,1052,2192,2,1.0,240.0,179500,True,True,False,False,False
6,1925,1950,0.0,1181.0,1390,1694,2,2.0,576.0,136500,True,True,False,False,True
7,1921,1950,174.0,1228.0,1424,1424,2,1.0,312.0,168000,True,False,False,False,True
5,1911,1950,0.0,940.0,1024,1964,1,0.0,0.0,130000,True,True,False,False,True
5,1921,1998,0.0,612.0,990,2601,3,2.0,621.0,189000,True,False,False,False,True
6,1930,1950,0.0,960.0,960,1920,2,2.0,480.0,161900,True,False,False,False,True
6,1926,1950,0.0,644.0,672,1316,1,1.0,369.0,145000,True,False,False,False,True
6,1922,1994,0.0,588.0,1423,2555,2,2.0,672.0,191000,True,False,True,False,True
6,1915,1976,0.0,840.0,840,1680,2,1.0,308.0,177000,True,False,False,False,True
6,1914,1995,0.0,676.0,676,1264,1,2.0,400.0,147500,True,False,False,False,True
6,1930,1950,0.0,768.0,790,790,1,1.0,160.0,91000,True,False,False,False,True
8,1925,1997,0.0,798.0,798,1512,2,1.0,180.0,231000,False,True,False,False,False
6,1936,1950,0.0,1064.0,1166,1639,1,1.0,240.0,115000,True,False,False,False,True
6,1923,1950,0.0,784.0,819,1603,1,2.0,599.0,138000,True,False,False,False,True
7,1931,2000,0.0,776.0,851,1502,1,1.0,270.0,149000,True,False,False,False,True
6,1934,1995,0.0,715.0,849,1660,1,1.0,240.0,188700,True,False,False,False,True
5,1937,1995,0.0,942.0,1265,1938,2,1.0,240.0,198000,True,False,False,False,False
5,1938,1950,0.0,884.0,932,1374,1,1.0,225.0,110000,True,False,False,False,True
6,1951,1951,88.0,1091.0,1091,1091,1,1.0,344.0,104000,True,True,False,False,True
8,1935,1950,40.0,608.0,983,1873,1,2.0,786.0,257076,True,True,False,False,True
7,1939,2006,312.0,798.0,1137,1954,1,2.0,431.0,311500,False,False,False,False,False
7,1950,2000,0.0,832.0,1218,2161,2,2.0,506.0,263400,True,False,False,False,False
5,1956,1956,0.0,1898.0,1898,1898,2,2.0,484.0,236500,True,True,False,False,True
6,1954,2006,72.0,1296.0,1640,1640,1,2.0,924.0,224000,False,False,False,False,False
6,1980,1980,0.0,516.0,516,1032,1,2.0,462.0,116500,True,False,False,False,True
6,1980,1980,0.0,716.0,716,1556,2,2.0,452.0,151000,True,False,False,False,True
6,1926,1998,0.0,894.0,919,919,1,1.0,195.0,126000,True,False,False,False,True
6,1940,2006,0.0,720.0,760,1090,1,1.0,240.0,120000,True,False,False,False,True
4,1922,1950,0.0,796.0,796,796,1,0.0,0.0,55000,True,False,False,False,True
6,1930,2007,0.0,816.0,816,816,1,1.0,432.0,120500,False,False,False,False,True
5,1940,1955,0.0,740.0,778,778,1,1.0,924.0,120500,True,False,False,False,True
5,1930,1950,0.0,780.0,780,1200,1,0.0,0.0,119000,True,False,False,False,True
5,1967,1967,0.0,624.0,1092,1656,1,1.0,288.0,126000,False,False,False,False,True
5,1930,1995,0.0,520.0,912,912,1,1.0,360.0,99500,True,False,False,False,True
5,1958,1958,162.0,1151.0,1151,1955,2,1.0,356.0,165500,True,False,False,False,True
1,1952,1952,0.0,0.0,733,733,1,2.0,487.0,13100,False,False,False,False,False
4,1895,1950,0.0,173.0,825,1361,1,1.0,185.0,89000,True,False,False,False,True
4,1920,1950,0.0,649.0,649,1317,1,1.0,250.0,40000,True,False,False,False,True
4,1910,2000,0.0,356.0,671,1049,1,1.0,195.0,80900,True,True,False,False,True
3,1935,1950,0.0,894.0,894,894,1,3.0,1248.0,81000,False,False,False,False,True
4,1920,1950,0.0,592.0,432,864,1,1.0,216.0,65000,True,False,False,False,False
8,2007,2008,186.0,1596.0,1648,1648,2,2.0,525.0,294464,False,True,True,True,False
7,2004,2005,174.0,1594.0,1646,1646,2,2.0,482.0,250000,False,True,True,True,False
8,2004,2005,174.0,1594.0,1646,1646,2,2.0,482.0,275000,False,True,True,False,False
7,1996,1997,668.0,1840.0,2032,2032,3,3.0,786.0,300000,False,True,True,False,False
8,2002,2002,148.0,1568.0,1689,1689,2,3.0,857.0,271000,False,True,False,False,False
7,1996,1997,0.0,910.0,910,1820,2,3.0,816.0,213000,True,True,False,False,False
6,1977,1977,0.0,1096.0,1118,1118,1,1.0,358.0,171000,True,False,False,False,True
6,1977,1977,0.0,1196.0,1279,1279,2,2.0,473.0,171500,True,False,False,False,True
5,1976,1976,0.0,0.0,936,1872,2,2.0,484.0,100000,True,False,False,False,True
4,1991,1991,0.0,1680.0,1689,1689,2,2.0,432.0,228500,True,True,False,False,True
5,1965,1965,0.0,1499.0,1619,1786,2,2.0,529.0,228950,True,False,False,False,True
7,1986,1986,340.0,1277.0,1501,1501,2,2.0,512.0,241500,False,False,False,False,False
8,1976,1976,0.0,1565.0,2898,2898,2,2.0,665.0,287000,False,False,False,False,False
8,2006,2007,258.0,1518.0,1537,1537,2,3.0,788.0,294000,False,True,True,False,False
8,2007,2008,338.0,1638.0,1646,1646,2,3.0,800.0,293077,False,True,False,False,False
8,2007,2007,0.0,920.0,920,1780,2,2.0,612.0,264966,False,True,False,False,False
5,2006,2007,0.0,352.0,712,1442,2,2.0,400.0,172500,True,True,False,False,True
5,2006,2007,0.0,384.0,754,1394,2,2.0,400.0,167500,True,True,False,False,False
7,2008,2008,60.0,796.0,796,1612,2,3.0,666.0,218689,False,True,False,False,False
6,1989,1989,128.0,1495.0,1495,1495,2,2.0,438.0,150000,True,False,False,False,True
6,1986,1986,132.0,1606.0,1651,1651,2,2.0,616.0,184000,True,False,False,False,True
6,1986,1986,228.0,1256.0,1256,1256,2,2.0,578.0,180000,False,False,False,False,False
6,1988,1989,219.0,1461.0,1509,1509,2,2.0,600.0,175000,False,False,False,False,False
8,2003,2003,206.0,1432.0,1440,1440,2,2.0,467.0,232500,False,True,True,False,False
6,1999,2000,0.0,1666.0,1675,1675,2,2.0,435.0,195000,False,True,True,False,False
8,2003,2003,226.0,1482.0,1482,2262,2,3.0,749.0,305000,False,True,False,False,False
8,2007,2007,0.0,1884.0,1728,1728,2,2.0,520.0,298751,False,True,False,False,False
7,1997,1998,200.0,1344.0,1344,1344,2,4.0,784.0,209200,True,True,False,False,True
7,1997,1998,200.0,1344.0,1344,1344,2,4.0,784.0,206300,True,True,False,False,True
5,2007,2008,0.0,1092.0,1092,1092,1,0.0,0.0,146000,True,True,False,False,True
6,1997,1997,197.0,1189.0,1189,1189,2,2.0,392.0,160500,True,True,True,False,True
4,1964,1964,98.0,1200.0,1200,1200,1,3.0,850.0,173000,True,False,False,False,True
5,1975,1975,0.0,1040.0,1040,1040,1,2.0,499.0,124000,True,True,False,False,True
5,1976,1976,0.0,264.0,616,1304,1,1.0,336.0,115000,True,True,False,False,True
5,1976,1976,0.0,550.0,925,1475,2,1.0,336.0,129500,True,True,False,False,True
4,1973,2006,0.0,526.0,526,988,1,1.0,297.0,105000,True,False,False,False,True
4,1973,1973,0.0,462.0,526,988,1,1.0,297.0,94900,True,False,False,False,True
5,1968,1968,0.0,1113.0,1160,1160,1,1.0,257.0,152500,True,False,False,False,False
6,1970,2007,0.0,546.0,546,1092,2,0.0,0.0,98000,True,False,False,False,True
4,1972,1972,0.0,630.0,630,630,1,0.0,0.0,81000,True,False,False,False,True
5,1954,1954,0.0,988.0,988,988,1,2.0,520.0,113000,True,False,False,False,True
5,1983,1983,0.0,816.0,816,816,1,1.0,264.0,128500,True,False,False,False,True
5,1984,1985,0.0,876.0,923,923,1,1.0,264.0,119500,True,False,False,False,True
5,1982,2008,0.0,816.0,816,816,1,1.0,264.0,130500,False,False,False,False,False
5,1982,2003,0.0,816.0,816,816,1,2.0,816.0,138000,True,True,False,False,True
5,1982,2005,0.0,845.0,845,845,1,1.0,264.0,134500,True,False,False,False,False
6,1940,1985,0.0,983.0,983,1750,2,1.0,423.0,160000,True,False,False,False,True
5,1984,1984,0.0,864.0,889,889,1,2.0,484.0,137500,True,False,False,False,True
5,1969,1969,232.0,784.0,1168,1968,2,2.0,530.0,172000,True,False,False,False,True
5,1900,1950,0.0,686.0,1150,1836,2,1.0,288.0,103000,True,False,False,False,True
6,1971,1971,302.0,1587.0,1587,1587,2,2.0,525.0,167300,True,False,False,False,True
7,1970,1970,0.0,1277.0,1277,1277,1,2.0,526.0,167000,True,False,False,False,True
7,1973,1973,1115.0,2223.0,2223,2223,2,2.0,516.0,244000,True,False,False,False,True
8,1970,1970,0.0,2217.0,2217,2217,2,2.0,621.0,268000,False,True,False,False,False
7,2003,2003,0.0,847.0,847,1733,2,2.0,433.0,225000,False,True,False,False,False
6,1995,1996,0.0,806.0,806,1572,2,2.0,373.0,168000,True,True,False,False,True
6,1997,1997,0.0,794.0,794,1470,2,2.0,388.0,177000,True,True,False,False,True
6,1997,1997,0.0,916.0,916,1600,2,2.0,460.0,169000,True,True,False,False,True
6,1997,1997,0.0,384.0,754,1384,2,2.0,390.0,161500,True,True,False,False,True
8,2000,2000,0.0,1494.0,1652,1652,2,2.0,499.0,251000,False,True,False,True,False
6,1994,1994,32.0,392.0,924,1694,2,2.0,398.0,160000,True,True,False,False,True
6,1999,2000,0.0,923.0,947,1714,2,2.0,451.0,180000,True,True,False,False,True
7,1996,1996,0.0,691.0,691,1553,2,2.0,420.0,178750,False,True,False,False,False
7,1995,1996,38.0,1237.0,1253,1253,2,2.0,402.0,176000,True,True,False,False,True
6,1999,2003,0.0,938.0,957,2299,3,2.0,482.0,204000,True,True,False,False,True
7,1992,1993,52.0,1168.0,1187,1187,2,2.0,420.0,160000,True,True,False,False,False
7,1991,1992,76.0,384.0,802,1472,2,2.0,402.0,160000,False,True,False,False,False
7,1992,1992,170.0,384.0,812,1482,2,2.0,392.0,163900,True,True,False,False,False
6,1993,1994,0.0,903.0,910,1642,2,2.0,392.0,168000,True,True,False,False,True
6,1964,1964,138.0,1302.0,1128,1128,1,2.0,480.0,154204,True,False,False,False,True
8,1986,1986,0.0,1074.0,1088,1088,1,2.0,461.0,170000,False,False,False,False,False
7,1984,1984,0.0,1190.0,1190,2090,2,2.0,577.0,207500,False,False,False,False,False
8,1988,1988,0.0,1166.0,1179,1179,2,2.0,480.0,182000,False,False,False,False,True
8,1990,1990,0.0,1312.0,1321,1321,1,2.0,484.0,212000,False,True,False,False,False
5,1969,1990,0.0,1100.0,1424,1424,1,3.0,828.0,155000,True,False,False,False,True
9,2006,2006,165.0,1612.0,1612,1612,2,2.0,556.0,319900,False,True,True,True,False
6,1981,1981,310.0,1440.0,1440,1440,2,2.0,467.0,182900,False,False,False,False,False
6,1984,1984,0.0,1284.0,1284,1284,2,2.0,480.0,174000,True,False,False,False,True
6,1984,2003,74.0,585.0,1140,1868,3,2.0,477.0,178000,True,False,False,False,True
7,1981,2003,306.0,725.0,725,1479,2,2.0,484.0,176000,False,False,False,False,False
7,1978,1985,67.0,1529.0,1664,1664,2,2.0,663.0,213000,True,False,False,False,False
7,1979,1979,549.0,780.0,1085,1930,2,2.0,481.0,192000,True,False,False,False,False
7,1977,1977,0.0,808.0,1161,1969,2,2.0,534.0,190000,True,False,False,False,True
6,1976,1976,298.0,848.0,1118,2030,2,2.0,551.0,195000,True,False,False,False,False
6,1978,1978,233.0,1032.0,1032,1032,2,2.0,564.0,148000,True,False,False,False,True
6,1984,1984,98.0,1153.0,1177,1177,2,2.0,495.0,151500,True,False,False,False,False
7,1979,1979,96.0,539.0,1040,1725,2,2.0,550.0,197000,True,False,False,False,True
6,1979,1999,253.0,1259.0,1353,1353,2,2.0,478.0,192350,True,False,False,False,True
5,1969,1969,263.0,780.0,780,1620,2,2.0,462.0,152000,True,False,False,False,True
6,1971,1971,176.0,1625.0,1220,1220,2,2.0,944.0,170000,True,False,False,False,True
5,1971,1971,0.0,1484.0,1484,1484,2,2.0,487.0,175000,True,False,False,False,True
6,1968,1968,365.0,702.0,1041,1743,1,2.0,539.0,175000,False,False,False,False,True
7,1976,1976,233.0,793.0,1142,1935,2,2.0,550.0,197900,True,False,False,False,True
7,1976,1976,130.0,1228.0,1324,1324,2,2.0,585.0,174000,True,False,False,False,False
6,1974,1974,0.0,1084.0,1084,1877,2,2.0,488.0,178900,True,False,False,False,True
5,1971,2005,82.0,372.0,576,1109,1,1.0,288.0,139000,True,False,False,False,True
6,1971,1971,0.0,981.0,981,981,1,2.0,576.0,143250,True,False,False,False,True
7,1972,2004,138.0,725.0,725,1479,1,2.0,484.0,184000,True,False,False,False,False
5,1970,1990,0.0,925.0,1422,1422,1,2.0,576.0,155000,True,False,False,False,True
5,1970,2002,32.0,914.0,914,914,1,1.0,368.0,133000,True,False,False,True,False
5,1971,1971,0.0,950.0,950,950,1,1.0,280.0,119500,True,False,False,False,True
4,1971,1971,0.0,858.0,872,872,1,4.0,480.0,123000,True,False,False,False,True
4,1971,1971,0.0,858.0,858,858,1,1.0,684.0,110000,True,False,False,False,True
4,1961,1961,0.0,914.0,914,914,1,1.0,270.0,128000,True,False,False,False,True
4,1971,1971,0.0,864.0,864,864,1,2.0,528.0,120500,True,True,False,False,True
7,1998,1998,182.0,723.0,767,767,1,1.0,367.0,133000,True,True,False,False,True
6,2001,2001,0.0,1337.0,1337,1337,2,2.0,511.0,155000,False,True,False,False,False
6,1997,1998,0.0,1405.0,1337,1337,2,2.0,522.0,177000,False,True,False,False,False
6,1973,1973,567.0,525.0,525,1092,1,1.0,264.0,113500,True,False,False,False,True
6,1973,1973,285.0,672.0,672,1218,1,1.0,264.0,113000,True,False,False,False,True
6,1973,1973,265.0,672.0,672,1218,1,1.0,264.0,113700,True,False,False,True,False
5,1970,1970,304.0,630.0,630,1302,2,2.0,440.0,106000,True,False,False,False,True
5,1971,1971,376.0,765.0,765,1365,1,2.0,440.0,122500,True,False,False,False,True
6,1976,1976,0.0,1078.0,958,958,2,2.0,440.0,128000,True,False,False,False,True
6,1976,1976,0.0,804.0,804,1548,2,2.0,440.0,155000,True,False,False,False,False
7,1978,1978,0.0,1061.0,1055,1055,2,1.0,319.0,142500,True,False,False,False,True
5,1966,1966,52.0,988.0,988,988,1,1.0,360.0,129250,True,False,False,False,True
9,2007,2007,452.0,1822.0,1828,1828,2,3.0,774.0,314813,False,True,True,False,False
8,2007,2007,254.0,1694.0,1694,1694,2,3.0,818.0,318000,False,True,True,False,False
8,2006,2007,302.0,1694.0,1694,1694,2,3.0,856.0,322400,False,True,True,False,False
8,2007,2007,328.0,1734.0,1734,1734,2,3.0,928.0,318000,False,True,True,True,False
8,2006,2007,190.0,1108.0,1148,2550,2,3.0,670.0,338931,False,True,True,True,False
7,2006,2006,350.0,1063.0,1071,2172,2,3.0,947.0,280000,False,True,True,False,False
8,2006,2006,248.0,1626.0,1634,1634,2,3.0,866.0,250000,False,True,False,False,False
8,2007,2008,0.0,1582.0,1582,2152,2,2.0,728.0,260116,False,True,False,False,False
8,2004,2005,344.0,1143.0,1143,2473,2,3.0,852.0,317000,False,True,True,False,False
8,2007,2007,120.0,918.0,958,2100,2,3.0,786.0,319500,False,True,True,True,False
8,2007,2007,300.0,1582.0,1610,2161,1,3.0,789.0,325624,False,True,True,True,False
8,2003,2004,340.0,1181.0,1234,2374,2,3.0,656.0,285000,False,True,False,True,False
8,2007,2007,246.0,895.0,895,1818,2,3.0,774.0,281500,False,True,True,True,False
7,2005,2006,210.0,1614.0,1614,1614,2,3.0,878.0,245700,False,True,False,False,False
8,2005,2005,210.0,1721.0,1721,1721,2,2.0,554.0,232698,False,True,False,False,False
8,2006,2007,0.0,1298.0,1298,1828,2,3.0,876.0,250000,False,True,False,False,False
6,2005,2006,256.0,1362.0,1362,1362,2,2.0,460.0,194700,False,True,False,False,False
6,2005,2006,182.0,1302.0,1302,1302,1,2.0,631.0,204000,False,True,False,False,False
6,2005,2006,182.0,1302.0,1302,1302,1,2.0,631.0,200000,False,True,False,False,False
6,2005,2006,256.0,1362.0,1362,1362,2,2.0,460.0,207000,False,True,False,False,False
8,2006,2006,108.0,1554.0,1554,1554,2,2.0,627.0,209500,False,True,False,False,False
8,2006,2006,108.0,1554.0,1554,1554,2,2.0,627.0,209500,False,True,False,False,False
